City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
696,Madinat Sittah Uktubar,EG,74.8,29.8167,31.05,Happy Kennel Academy
697,Ambon,ID,75.34,-3.6954,128.1814,Swiss-Belhotel Ambon
698,Diffa,NE,86.94,13.3154,12.6113,ProDAF/Diffa
701,Dawei,MM,75.31,14.0833,98.2,Hotel Dawei
708,Akyab,MM,78.57,20.15,92.9,Hotel Memory
711,Tonantins,BR,85.08,-2.8731,-67.8022,Hotel Rei Davi
715,Neiafu,TO,79.48,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
717,San Francisco,US,72.25,37.7749,-122.4194,The Clift Royal Sonesta Hotel
721,Auki,SB,79.61,-8.7676,160.7034,Auki Motel
724,Acapulco,MX,84.94,16.8634,-99.8901,HS Hotsson Smart Acapulco
726,Pimentel,PE,70.09,-6.8367,-79.9342,Casona Del Muelle
727,George Town,MY,77.9,5.4112,100.3354,Cititel Penang
729,Banda Aceh,ID,78.3,5.5577,95.3222,Sulthan Hotel International
730,Cap Malheureux,MU,72.09,-19.9842,57.6142,Pereybere Hotel & Spa
731,Ambulu,ID,75.72,-8.345,113.6058,Hotel Ambulu Jember
